-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.93 	-0.93 	-0.92 	-0.91 	-0.90 	-0.88 	-0.86 	-0.84 	-0.83 	-0.81 	-0.80 	-0.80 	-0.80 	-0.81 	-0.82 	-0.83 	-0.83 	-0.83 	-0.83 	-0.82 	-0.82 	-0.81 	-0.80 	-0.78 	-0.77 	-0.75 	-0.74 	-0.73 	-0.71 	-0.70 	-0.68 	-0.67 	-0.65 	-0.64 	-0.63 	-0.61 	-0.60 	-0.59 	-0.58 	-0.57 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.47 	-0.46 	-0.45 	-0.44 	-0.43 	-0.42 	-0.42 	-0.41 	-0.40 	-0.40 	-0.39 	-0.38 	-0.38 	-0.37 	-0.37 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.34 	-0.33 	-0.33 	-0.32 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.93 	-0.93 	-0.92 	-0.91 	-0.90 	-0.88 	-0.86 	-0.84 	-0.82 	-0.81 	-0.80 	-0.79 	-0.80 	-0.81 	-0.82 	-0.83 	-0.84 	-0.84 	-0.83 	-0.83 	-0.82 	-0.81 	-0.80 	-0.78 	-0.77 	-0.76 	-0.74 	-0.73 	-0.71 	-0.70 	-0.68 	-0.67 	-0.65 	-0.64 	-0.63 	-0.61 	-0.60 	-0.59 	-0.58 	-0.57 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.47 	-0.46 	-0.45 	-0.44 	-0.43 	-0.42 	-0.42 	-0.41 	-0.40 	-0.40 	-0.39 	-0.38 	-0.38 	-0.37 	-0.37 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.34 	-0.33 	-0.33 	-0.32 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.93 	-0.93 	-0.92 	-0.91 	-0.89 	-0.87 	-0.84 	-0.81 	-0.79 	-0.78 	-0.78 	-0.79 	-0.81 	-0.83 	-0.84 	-0.84 	-0.84 	-0.84 	-0.83 	-0.82 	-0.81 	-0.80 	-0.78 	-0.77 	-0.76 	-0.74 	-0.73 	-0.71 	-0.70 	-0.68 	-0.67 	-0.65 	-0.64 	-0.63 	-0.61 	-0.60 	-0.59 	-0.58 	-0.57 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.46 	-0.46 	-0.45 	-0.44 	-0.43 	-0.42 	-0.42 	-0.41 	-0.40 	-0.40 	-0.39 	-0.38 	-0.38 	-0.37 	-0.37 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.34 	-0.33 	-0.33 	-0.32 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.94 	-0.93 	-0.92 	-0.90 	-0.87 	-0.84 	-0.80 	-0.77 	-0.75 	-0.76 	-0.78 	-0.81 	-0.83 	-0.85 	-0.85 	-0.85 	-0.85 	-0.84 	-0.83 	-0.82 	-0.80 	-0.79 	-0.77 	-0.76 	-0.74 	-0.73 	-0.71 	-0.70 	-0.68 	-0.67 	-0.65 	-0.64 	-0.63 	-0.61 	-0.60 	-0.59 	-0.58 	-0.56 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.46 	-0.46 	-0.45 	-0.44 	-0.43 	-0.42 	-0.42 	-0.41 	-0.40 	-0.40 	-0.39 	-0.38 	-0.38 	-0.37 	-0.37 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.34 	-0.33 	-0.33 	-0.32 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.94 	-0.94 	-0.94 	-0.94 	-0.95 	-0.95 	-0.95 	-0.95 	-0.95 	-0.94 	-0.93 	-0.92 	-0.89 	-0.84 	-0.79 	-0.73 	-0.70 	-0.72 	-0.77 	-0.81 	-0.85 	-0.87 	-0.87 	-0.87 	-0.86 	-0.85 	-0.84 	-0.82 	-0.81 	-0.79 	-0.77 	-0.76 	-0.74 	-0.73 	-0.71 	-0.70 	-0.68 	-0.67 	-0.65 	-0.64 	-0.63 	-0.61 	-0.60 	-0.59 	-0.58 	-0.56 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.46 	-0.46 	-0.45 	-0.44 	-0.43 	-0.42 	-0.42 	-0.41 	-0.40 	-0.40 	-0.39 	-0.38 	-0.38 	-0.37 	-0.36 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.33 	-0.33 	-0.33 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.94 	-0.94 	-0.94 	-0.95 	-0.95 	-0.95 	-0.96 	-0.96 	-0.96 	-0.96 	-0.96 	-0.95 	-0.92 	-0.86 	-0.77 	-0.65 	-0.61 	-0.64 	-0.75 	-0.83 	-0.88 	-0.90 	-0.90 	-0.89 	-0.88 	-0.86 	-0.85 	-0.83 	-0.81 	-0.79 	-0.78 	-0.76 	-0.74 	-0.73 	-0.71 	-0.69 	-0.68 	-0.67 	-0.65 	-0.64 	-0.62 	-0.61 	-0.60 	-0.59 	-0.57 	-0.56 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.46 	-0.45 	-0.45 	-0.44 	-0.43 	-0.42 	-0.42 	-0.41 	-0.40 	-0.40 	-0.39 	-0.38 	-0.38 	-0.37 	-0.36 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.33 	-0.33 	-0.33 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.94 	-0.94 	-0.94 	-0.95 	-0.95 	-0.96 	-0.96 	-0.97 	-0.98 	-0.99 	-0.99 	-0.99 	-0.97 	-0.92 	-0.78 	-0.51 	-0.44 	-0.49 	-0.75 	-0.89 	-0.94 	-0.95 	-0.94 	-0.92 	-0.90 	-0.88 	-0.86 	-0.84 	-0.81 	-0.80 	-0.78 	-0.76 	-0.74 	-0.73 	-0.71 	-0.69 	-0.68 	-0.66 	-0.65 	-0.64 	-0.62 	-0.61 	-0.60 	-0.59 	-0.57 	-0.56 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.46 	-0.45 	-0.45 	-0.44 	-0.43 	-0.42 	-0.42 	-0.41 	-0.40 	-0.39 	-0.39 	-0.38 	-0.38 	-0.37 	-0.36 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.33 	-0.33 	-0.33 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.94 	-0.94 	-0.94 	-0.95 	-0.95 	-0.96 	-0.97 	-0.98 	-1.00 	-1.01 	-1.03 	-1.06 	-1.07 	-1.06 	-0.92 	-0.16 	-0.16 	-0.13 	-0.88 	-1.04 	-1.05 	-1.02 	-0.99 	-0.95 	-0.92 	-0.89 	-0.87 	-0.84 	-0.82 	-0.80 	-0.78 	-0.76 	-0.74 	-0.72 	-0.71 	-0.69 	-0.68 	-0.66 	-0.65 	-0.63 	-0.62 	-0.61 	-0.60 	-0.58 	-0.57 	-0.56 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.46 	-0.45 	-0.44 	-0.44 	-0.43 	-0.42 	-0.41 	-0.41 	-0.40 	-0.39 	-0.39 	-0.38 	-0.38 	-0.37 	-0.36 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.33 	-0.33 	-0.33 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.93 	-0.94 	-0.94 	-0.94 	-0.95 	-0.96 	-0.97 	-0.99 	-1.01 	-1.04 	-1.08 	-1.12 	-1.19 	-1.32 	-1.67 	-3.10 	-3.78 	-2.37 	-1.60 	-1.32 	-1.19 	-1.10 	-1.03 	-0.98 	-0.94 	-0.90 	-0.87 	-0.84 	-0.82 	-0.80 	-0.78 	-0.76 	-0.74 	-0.72 	-0.71 	-0.69 	-0.67 	-0.66 	-0.65 	-0.63 	-0.62 	-0.61 	-0.59 	-0.58 	-0.57 	-0.56 	-0.55 	-0.54 	-0.53 	-0.52 	-0.51 	-0.50 	-0.49 	-0.48 	-0.47 	-0.46 	-0.45 	-0.44 	-0.44 	-0.43 	-0.42 	-0.41 	-0.41 	-0.40 	-0.39 	-0.39 	-0.38 	-0.37 	-0.37 	-0.36 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.33 	-0.33 	-0.33 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
-0.93 	-0.93 	-0.93 	-0.94 	-0.95 	-0.96 	-0.97 	-0.99 	-1.02 	-1.05 	-1.10 	-1.17 	-1.26 	-1.36 	-1.34 	-3.55 	-3.89 	-2.53 	-1.83 	-1.48 	-1.27 	-1.15 	-1.06 	-1.00 	-0.95 	-0.91 	-0.88 	-0.85 	-0.82 	-0.80 	-0.78 	-0.76 	-0.74 	-0.72 	-0.70 	-0.69 	-0.67 	-0.66 	-0.64 	-0.63 	-0.62 	-0.60 	-0.59 	-0.58 	-0.57 	-0.56 	-0.55 	-0.53 	-0.52 	-0.51 	-0.50 	-0.50 	-0.49 	-0.48 	-0.47 	-0.46 	-0.45 	-0.44 	-0.44 	-0.43 	-0.42 	-0.41 	-0.41 	-0.40 	-0.39 	-0.39 	-0.38 	-0.37 	-0.37 	-0.36 	-0.36 	-0.35 	-0.35 	-0.34 	-0.34 	-0.33 	-0.33 	-0.32 	-0.32 	-0.32 	-0.31 	-0.31 	-0.31 	-0.30 	-0.30 	-0.30 	-0.30 	-0.29 	-0.29 	-0.29 	-0.29 	-0.29 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	-0.28 	
